PO Number,Order Date,Requested Delivery Date,Customer Name,Vendor Name,Sold To ID,Sales Org,Order Type,SO Rule,Ship To ID,Ship To Name,Customer Number,Material Description,Quantity,Unit,Delivery Date,Internal Material Code,Customer Material Code,Extracted Material Code,Customer Group 2,SO Grouping Rule,Employee Responsible,Email Responsible,Sender Email,Source File,Run Timestamp
1.2108E+11,05-11-2025,05-12-2025,上海金骏程新材料科技有限公司,Envalior B.V.,4020036720,2700,TA,O,4020036720,浙江丰源,4020036720,NYLON PA4T TX1 BLACK DSM,1000,KG,05-12-2025,,,901-01M8-002,-,SEPARATE SO PER ITEM,,,,Fuyu Electronical Technology (Sold-to 4020036720 - Material 48029)_AQMkAGEz.pdf,29-07-2026 23:46
BE-25-02595,04-11-2025,19-11-2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,"Akulon F-X22092, 22 Oktabin à 1000 kg",22000,KG,19-11-2025,60477,AKULON F-X22092,Akulon F-X22092,Z01,ONE SO PER PO,,,,MF Folien (Sold-to 4020001301 - Material 60477)_AQMkAGEz.pdf,29-07-2026 23:46
BE-25-02595,04-11-2025,19-11-2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,"Akulon F-X22092, 22 Oktabin à 1000 kg",22000,KG,20-11-2025,60477,AKULON F-X22092,Akulon F-X22092,Z01,ONE SO PER PO,,,,MF Folien (Sold-to 4020001301 - Material 60477)_AQMkAGEz.pdf,29-07-2026 23:46
BE-25-02595,04-11-2025,19-11-2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,"Akulon F-X22092, 22 Oktabin à 1000 kg",22000,KG,24-11-2025,60477,AKULON F-X22092,Akulon F-X22092,Z01,ONE SO PER PO,,,,MF Folien (Sold-to 4020001301 - Material 60477)_AQMkAGEz.pdf,29-07-2026 23:46
BE-25-02595,04-11-2025,19-11-2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,"Akulon F-X22092, 22 Oktabin à 1000 kg",22000,KG,25-11-2025,60477,AKULON F-X22092,Akulon F-X22092,Z01,ONE SO PER PO,,,,MF Folien (Sold-to 4020001301 - Material 60477)_AQMkAGEz.pdf,29-07-2026 23:46
BE-25-02595,04-11-2025,19-11-2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,"Akulon F-X22092, 22 Oktabin à 1000 kg",22000,KG,27-11-2025,60477,AKULON F-X22092,Akulon F-X22092,Z01,ONE SO PER PO,,,,MF Folien (Sold-to 4020001301 - Material 60477)_AQMkAGEz.pdf,29-07-2026 23:46
BE-25-02595,04-11-2025,19-11-2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,"Akulon F-X22092, 22 Oktabin à 1000 kg",22000,KG,28-11-2025,60477,AKULON F-X22092,Akulon F-X22092,Z01,ONE SO PER PO,,,,MF Folien (Sold-to 4020001301 - Material 60477)_AQMkAGEz.pdf,29-07-2026 23:46
1242188,23-05-2024,07-10-2024,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,"FIRE RETARDANT PA6 DSM K225-KS - Supplier material ref. K225-KS Natural (DSM). 25kg bags clearly marked with your material ref and batch number. Maximum weight of pallet 1250 kg. Pallet size, 1200mm x 1000mm. Maximum overall height 1150mm.",8000,KG,07-10-2024,40696,RNY03NAT,RNY03NAT,-,SEPARATE SO PER ITEM,,,,Sold-to 4020028890 - Material 40696_AQMkAGEz.pdf,29-07-2026 23:46
1263142,10-09-2024,13-01-2025,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,RCPE NATURAL UM551-V. DSM material ref. Arnitel UM551-V. 25kg bags marked with your material ref & batch no. Maximum weight of pallet 1000kg. Pallet size: 1200mm x 1000mm. Maximum overall height 1150mm.,1250,KG,13-01-2025,41450,RCPE02NAT,RCPE02NAT,-,SEPARATE SO PER ITEM,,,,Sold-to 4020028890 - Material 41450+40696_AQMkAGEz.pdf,29-07-2026 23:46
1263142,10-09-2024,13-01-2025,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,"FIRE RETARDANT PA6 DSM K225-KS. Supplier material ref. K225-KS Natural (DSM). 25kg bags clearly marked with your material ref and batch number. Maximum weight of pallet 1250 kg. Pallet size, 1200mm x 1000mm. Maximum overall height 1150mm.",8250,KG,13-01-2025,40696,RNY03NAT,RNY03NAT,-,SEPARATE SO PER ITEM,,,,Sold-to 4020028890 - Material 41450+40696_AQMkAGEz.pdf,29-07-2026 23:46
1271104,22-10-2024,27-01-2025,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,NYLON COMPOUND (NATURAL) - Supplier material ref. F136-DH. 1000kg Octobin marked with your Matl ref & batch no. Max weight 1000 kg. Pallet size 1200mm x 1000mm. Maximum overall height 1150mm.,22000,KG,27-01-2025,8756,RNY01NAT,RNY01NAT,-,SEPARATE SO PER ITEM,,,,Sold-to 4020028890 - Material 8756+40696_AQMkAGEz.pdf,29-07-2026 23:46
1271104,22-10-2024,27-01-2025,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,FIRE RETARDANT PA6 DSM K225-KS - Supplier material ref. K225-KS Natural (DSM). 25kg bags clearly marked with your material ref and batch number. Maximum weight of pallet 1250 kg. Pallet size 1200mm x 1000mm. Maximum overall height 1150mm.,8000,KG,24-03-2025,40696,RNY03NAT,RNY03NAT,-,SEPARATE SO PER ITEM,,,,Sold-to 4020028890 - Material 8756+40696_AQMkAGEz.pdf,29-07-2026 23:46
66090712 OP,03-10-2024,28-11-2024,Parker Hannifin EMEA Sàrl,Envalior B.V.,4020030130,2500,TA,O,4020031828,Parker Hannifin Manufacturing,4020030130,ARNITEL EM 630 H according to PFDE-ES31,1200,KG,28-11-2024,,,ARNITEL EM 630 H,-,SEPARATE SO PER ITEM,,,,Sold-to 4020030130 - Material 17263_AQMkAGEz.pdf,29-07-2026 23:46
66090667 OP,30-09-2024,09-01-2025,Parker Hannifin EMEA Sàrl,Envalior B.V.,4020030130,2500,TA,O,4020031828,Parker Hannifin Manufacturing,4020030130,ARNITEL EM 630 according to PFDE-ES31,1250,KG,09-01-2025,,,ARNITEL EM 630,-,SEPARATE SO PER ITEM,,,,Sold-to 4020030130 - Material 40670.pdf,29-07-2026 23:46
RA99966,30-09-2024,09-01-2025,Parker Hannifin EMEA Sàrl,Envalior B.V.,4020030130,2500,TA,O,4020031828,Parker Hannifin Manufacturing,4020030130,ARNITEL EM 630 according to PFDE-ES31,1250,KG,09-01-2025,,,ARNITEL EM 630,-,SEPARATE SO PER ITEM,,,,Sold-to 4020030130 - Material 40670_AQMkAGEz.pdf,29-07-2026 23:46
37667,24-10-2022,25-01-2014,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,O,4020032023,STEBRO PLAST AB,4020032023,Akulon K-FG0-FC Ultraflow nat (PA6),5440,KG,25-01-2014,,,NA99001/71104,-,SEPARATE SO PER ITEM,,,,Sold-to 4020032023 - Material 19497.pdf,29-07-2026 23:46
37667,24-10-2022,25-01-2014,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,O,4020032023,STEBRO PLAST AB,4020032023,Akulon K-FG0-FC Ultraflow nat (PA6),4125,KG,25-01-2014,,,NA99001/71104,-,SEPARATE SO PER ITEM,,,,Sold-to 4020032023 - Material 19497_AQMkAGEz.pdf,29-07-2026 23:46
4674421,26-11-2025,11-12-2025,Ecoform Multifol Verpackungsfolien,Envalior B.V.,4020000777,2500,TA,X,4020015417,Dachser SE,4020000777,PA-AKULON F132-E1 OCTABIN DSM,22000,KG,11-12-2025,8677,8305516,8305516,Z01,ONE SO PER PO,,,,"SÜDPACK-Bestellung4674421,vom26.11.2025_20260212081032.720_X.pdf",29-07-2026 23:46
4674421,26-11-2025,11-12-2025,Ecoform Multifol Verpackungsfolien,Envalior B.V.,4020000777,2500,TA,X,4020015417,Dachser SE,4020000777,PA-AKULON F132-E1 OCTABIN DSM,22000,KG,15-12-2025,8677,8305516,8305516,Z01,ONE SO PER PO,,,,"SÜDPACK-Bestellung4674421,vom26.11.2025_20260212081032.720_X.pdf",29-07-2026 23:46
1368568,00/00/0000,20-05-2026,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,O,4020028890,ABB Cable Management Products Ltd,4020028890,"FIRE RETARDANT PA6 DSM K225-KS - Supplier material ref. K225-KS Natural (DSM). 25kg bags clearly marked with your material ref and batch number. Maximum weight of pallet 1250 kg. Pallet size, 1200mm x 1000mm. Maximum overall height 1150mm.",8250,KG,20-05-2026,,,RNY03NAT,-,SEPARATE SO PER ITEM,,,,1368568.pdf,29-07-2026 23:46
1368569,00/00/0000,05-05-2026,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,NYLON COMPOUND (NATURAL) DSM F136-DH,22000,KG,05-05-2026,8756,RNY01NAT,RNY01NAT,-,SEPARATE SO PER ITEM,,,,1368569.pdf,29-07-2026 23:46
1368569,00/00/0000,05-05-2026,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,NYLON COMPOUND (NATURAL) DSM F136-DH,22000,KG,18-05-2026,8756,RNY01NAT,RNY01NAT,-,SEPARATE SO PER ITEM,,,,1368569.pdf,29-07-2026 23:46
1371761,13-04-2026,01-06-2026,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,NYLON COMPOUND (NATURAL) DSM F136-DH,22000,KG,01-06-2026,8756,RNY01NAT,RNY01NAT,-,SEPARATE SO PER ITEM,,,,1371761.pdf,29-07-2026 23:46
4504063626,23-01-2026,02-02-2026,"バンドー化学株式会社 (Bando Chemical Industries, Ltd.)",Envalior B.V.,,,TA,O,,,,ｽﾀﾆｰﾙTS-341-N 25Kg 紙袋 (Stanyl TS-341-N 25Kg Paper Bag),600,KG,02-02-2026,,,M460101200-R01,,SEPARATE SO PER ITEM,,,,4504063626.pdf,29-07-2026 23:46
4504063626,23-01-2026,02-02-2026,"バンドー化学株式会社 (Bando Chemical Industries, Ltd.)",Envalior B.V.,,,TA,O,,,,ｽﾀﾆｰﾙTS-341-N 25Kg 紙袋 (Stanyl TS-341-N 25Kg Paper Bag),500,KG,03-02-2026,,,M460101200-R01,,SEPARATE SO PER ITEM,,,,4504063626.pdf,29-07-2026 23:46
4504066422,29-01-2026,02-02-2026,"バンドー化学株式会社 (Bando Chemical Industries, Ltd.)",Envalior B.V.,,,TA,O,,,,TW363/00001 25kg 紙袋 (TW363/00001 25kg Paper Bag),100,KG,02-02-2026,,,M460100900-R01,,SEPARATE SO PER ITEM,,,,4504066422.pdf,29-07-2026 23:46
1.2102E+11,17-06-2025,23-07-2025,FOXCONN (KUNSHAN) COMPUTER CONNECTO,Envalior B.V.,4020010339,2730,TA,X,4020010499,FOXCONN (KUNSHAN) COMPUTER CONNECTO,4020010339,PA46 Envalior TS200F6 black BK26013,1000,KG,30-07-2025,38995,901-22G1-002,901-22G1-002,-,SEPARATE SO PER ITEM,,,,9178f76d-e7ed-4446-b17a-616ce3befa3f.pdf,29-07-2026 23:46
1.2102E+11,17-06-2025,23-07-2025,FOXCONN (KUNSHAN) COMPUTER CONNECTO,Envalior B.V.,4020010339,2730,TA,X,4020010499,FOXCONN (KUNSHAN) COMPUTER CONNECTO,4020010339,Stanyl HFX31SW JUST WHITE,1000,KG,23-07-2025,47784,901-01M7-002,901-01M7-002,-,SEPARATE SO PER ITEM,,,,9178f76d-e7ed-4446-b17a-616ce3befa3f.pdf,29-07-2026 23:46
1.2102E+11,17-06-2025,23-07-2025,FOXCONN (KUNSHAN) COMPUTER CONNECTO,Envalior B.V.,4020010339,2730,TA,X,4020010499,FOXCONN (KUNSHAN) COMPUTER CONNECTO,4020010339,TS200F6 B-MB DSM PA46 (BLACK BK24003),1000,KG,23-07-2025,47958,901-61P9-002,901-61P9-002,-,SEPARATE SO PER ITEM,,,,9178f76d-e7ed-4446-b17a-616ce3befa3f.pdf,29-07-2026 23:46
1.2102E+11,17-06-2025,23-07-2025,FOXCONN (KUNSHAN) COMPUTER CONNECTO,Envalior B.V.,4020010339,2730,TA,X,4020010499,FOXCONN (KUNSHAN) COMPUTER CONNECTO,4020010339,TS200F6/A MB BL69100,1000,KG,30-07-2025,49944,901-35R2-002,901-35R2-002,-,SEPARATE SO PER ITEM,,,,9178f76d-e7ed-4446-b17a-616ce3befa3f.pdf,29-07-2026 23:46
BE-25-01212,09-05-2025,28-05-2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,"Akulon F-X22092, 22 Oktabin à 1000 kg",22000,KG,28-05-2025,,,Akulon F-X22092,Z01,ONE SO PER PO,,,,Bestellung BE-25-01212.pdf,29-07-2026 23:46
BE-25-02803,01-12-2025,12-12-2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Akulon F130-C2,25000,KG,12-12-2025,14885,AKULON F130-C2,Akulon F130-C2,Z01,ONE SO PER PO,,,,Bestellung BE-25-02803.pdf,29-07-2026 23:46
BE-25-02803,01-12-2025,12-12-2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Akulon F130-C2,25000,KG,15-12-2025,14885,AKULON F130-C2,Akulon F130-C2,Z01,ONE SO PER PO,,,,Bestellung BE-25-02803.pdf,29-07-2026 23:46
BE-25-02803,01-12-2025,12-12-2025,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Akulon F130-C2,25000,KG,16-12-2025,14885,AKULON F130-C2,Akulon F130-C2,Z01,ONE SO PER PO,,,,Bestellung BE-25-02803.pdf,29-07-2026 23:46
BE-26-00192,15-01-2026,03-02-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Akulon F130-C2,27000,KG,03-02-2026,14885,AKULON F130-C2,Akulon F130-C2,Z01,ONE SO PER PO,,,,Bestellung BE-26-00192.pdf,29-07-2026 23:46
BE-26-00192,15-01-2026,03-02-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Akulon F130-C2,27000,KG,05-02-2026,14885,AKULON F130-C2,Akulon F130-C2,Z01,ONE SO PER PO,,,,Bestellung BE-26-00192.pdf,29-07-2026 23:46
BE-26-00192,15-01-2026,03-02-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Akulon F130-C2,27000,KG,10-02-2026,14885,AKULON F130-C2,Akulon F130-C2,Z01,ONE SO PER PO,,,,Bestellung BE-26-00192.pdf,29-07-2026 23:46
BE-26-00192,15-01-2026,03-02-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Akulon F130-C2,27000,KG,12-02-2026,14885,AKULON F130-C2,Akulon F130-C2,Z01,ONE SO PER PO,,,,Bestellung BE-26-00192.pdf,29-07-2026 23:46
BE-26-00192,15-01-2026,03-02-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Akulon F130-C2,27000,KG,17-02-2026,14885,AKULON F130-C2,Akulon F130-C2,Z01,ONE SO PER PO,,,,Bestellung BE-26-00192.pdf,29-07-2026 23:46
BE-26-00192,15-01-2026,03-02-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Akulon F130-C2,27000,KG,19-02-2026,14885,AKULON F130-C2,Akulon F130-C2,Z01,ONE SO PER PO,,,,Bestellung BE-26-00192.pdf,29-07-2026 23:46
BE-26-00192,15-01-2026,03-02-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Akulon F130-C2,27000,KG,24-02-2026,14885,AKULON F130-C2,Akulon F130-C2,Z01,ONE SO PER PO,,,,Bestellung BE-26-00192.pdf,29-07-2026 23:46
BE-26-00192,15-01-2026,03-02-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Akulon F130-C2,27000,KG,26-02-2026,14885,AKULON F130-C2,Akulon F130-C2,Z01,ONE SO PER PO,,,,Bestellung BE-26-00192.pdf,29-07-2026 23:46
BE-26-00858,01-04-2026,05-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,05-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00858.pdf,29-07-2026 23:46
BE-26-00858,01-04-2026,05-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,06-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00858.pdf,29-07-2026 23:46
BE-26-00858,01-04-2026,05-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,07-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00858.pdf,29-07-2026 23:46
BE-26-00858,01-04-2026,05-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,08-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00858.pdf,29-07-2026 23:46
BE-26-00858,01-04-2026,05-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,11-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00858.pdf,29-07-2026 23:46
BE-26-00858,01-04-2026,05-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,12-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00858.pdf,29-07-2026 23:46
BE-26-00858,01-04-2026,05-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,13-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00858.pdf,29-07-2026 23:46
BE-26-00858,01-04-2026,05-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,15-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00858.pdf,29-07-2026 23:46
BE-26-00858,01-04-2026,05-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,18-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00858.pdf,29-07-2026 23:46
BE-26-00858,01-04-2026,05-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,19-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00858.pdf,29-07-2026 23:46
BE-26-00859,01-04-2026,21-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,21-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00859.pdf,29-07-2026 23:46
BE-26-00859,01-04-2026,21-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,26-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00859.pdf,29-07-2026 23:46
BE-26-00859,01-04-2026,21-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,27-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00859.pdf,29-07-2026 23:46
BE-26-00859,01-04-2026,21-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,28-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00859.pdf,29-07-2026 23:46
BE-26-00859,01-04-2026,21-05-2026,MF Folien GmbH,Envalior B.V.,4020001301,2500,TA,X,4020001301,MF Folien GmbH,4020001301,Durethan F33A1,25000,KG,29-05-2026,,,Durethan F33A1,Z01,ONE SO PER PO,,,,Bestellung BE-26-00859.pdf,29-07-2026 23:46
BE25-00880,31-12-2025,20-01-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,24000,KG,20-01-2026,11284,111102 SILO,111102,Z01,ONE SO PER PO,,,,Bestellung BE25-00880.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,02-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,04-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,05-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,06-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,09-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,10-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,11-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,12-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,13-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,16-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,18-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,19-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,20-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,23-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,24-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,25-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,26-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
BE26-00030,15-01-2026,02-02-2026,VF Verpackungen GmbH,Envalior B.V.,4020000825,2500,TA,X,4020012198,VF-Verpackungen GmbH,4020000825,F 132-E1,25000,KG,27-02-2026,11284,111102 SILO,11110201,Z01,ONE SO PER PO,,,,Bestellung BE26-00030_AAMkAGEz.pdf,29-07-2026 23:46
